Timestamp,Event,Content,Touchpoint,Location,PunctuationInSentece,NumberOfWords,NumberOfCharacters,SelectedButtonIndex,FullSentece,TimeSpan,IdentificationTags,LocationTags
29:39.6,sentence-prediction[4]-updated,other people proves that i don't do it,,"380,195",N,8,0,0,but i think my using it slower than other people proves that i don't do it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
29:39.6,word-prediction[1]-updated,our,,"560,130",,0,0,0,,,,
29:39.6,word-prediction[2]-updated,or,,"290,195",,0,0,0,,,,
29:39.6,word-prediction[3]-updated,one,,"560,558",,0,0,0,,,,
29:39.6,word-prediction[4]-updated,over,,"380,623",,0,0,0,,,,
29:40.9,Letter-button-selected,t,"432,273","380,260",,0,0,0,,,,
29:40.9,output-updated,but it needs a camera to gives us context tags will improve ot,,,,0,0,0,,,,
29:41.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:41.0,sentence-prediction[1]-updated,other people proves that i don't do it,,"520,410",N,8,0,0,but i think my using it slower than other people proves that i don't do it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
29:41.1,word-prediction[1]-updated,others,,"520,345",,0,0,0,,,,
29:41.1,word-prediction[2]-updated,ot,,"380,195",,0,0,0,,,,
29:41.1,word-prediction[3]-updated,ottawa,,"380,130",,0,0,0,,,,
29:41.1,word-prediction[4]-updated,otis,,"650,195",,0,0,0,,,,
29:42.7,Space-button-selected,Space,"533,797","320,768",,0,0,0,,,,
29:42.7,output-updated,but it needs a camera to gives us context tags will improve ot ,,,,0,0,0,,,,
29:42.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:42.9,word-prediction[1]-updated,in,,"650,195",,0,0,0,,,,
29:42.9,word-prediction[2]-updated,win,,"110,195",,0,0,0,,,,
29:42.9,word-prediction[3]-updated,the,,"380,195",,0,0,0,,,,
29:42.9,word-prediction[4]-updated,to,,"380,130",,0,0,0,,,,
29:44.1,Clear-button-selected,Clear,"989.5,509.5","960,475",,0,0,0,,,,
29:44.1,words-per-minute-value_word_count,18.83,,,,13,0,0,but it needs a camera to gives us context tags will improve ot,0.69045,,
29:44.1,words-per-minute-value_character_count,17.67,,,,0,62,0,but it needs a camera to gives us context tags will improve ot,0.69045,,
29:44.1,output-updated,,,,,0,0,0,,,,
29:44.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:44.2,sentence-prediction[1]-updated,hello alex,,"520,410",N,2,0,0,hello alex,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:44.2,sentence-prediction[2]-updated,exactly,,"200,195",N,1,0,0,exactly,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:44.3,sentence-prediction[3]-updated,hello everyone,,"520,345",N,2,0,0,hello everyone,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:44.3,sentence-prediction[4]-updated,the voice,,"380,195",N,2,0,0,the voice,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:44.3,sentence-prediction[5]-updated,normal please,,"560,623",N,2,0,0,normal please,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:44.3,word-prediction[1]-updated,to,,"380,130",,0,0,0,,,,
29:44.3,word-prediction[2]-updated,and,,"70,345",,0,0,0,,,,
29:44.3,word-prediction[3]-updated,of,,"740,130",,0,0,0,,,,
29:44.4,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
29:46.0,Letter-button-selected,b,"515,716.50","470,688",,0,0,0,,,,
29:46.1,output-updated,b,,,,0,0,0,,,,
29:46.1,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:46.1,sentence-prediction[1]-updated,be very happy and fast.,,"200,195",Y,5,0,0,from now on i am going to be very happy and fast.,,"person1, person7, person3, person2, person4, person5, Unknown, person6","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
29:46.2,word-prediction[1]-updated,but,,"560,130",,0,0,0,,,,
29:46.2,word-prediction[2]-updated,by,,"470,130",,0,0,0,,,,
29:46.2,word-prediction[3]-updated,been,,"200,130",,0,0,0,,,,
29:46.2,word-prediction[4]-updated,back,,"70,410",,0,0,0,,,,
29:47.9,word-prediction[1]-selected,but,"578,158.50","560,130",,0,0,0,,,,
29:47.9,output-updated,but ,,,,0,0,0,,,,
29:48.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:48.1,sentence-prediction[1]-updated,we also predict both words but also sentences,,"110,195",N,8,0,0,but we also predict both words but also sentences,,"person5, person6, person2, person7, person1, person3, Unknown, person4, person8","lovation7, lcoation1, location3, location2, location6, location5, location8, location4"
29:48.1,sentence-prediction[2]-updated,do you notice how we are placing predictions?,,"250,410",Y,8,0,0,but do you notice how we are placing predictions?,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:48.1,sentence-prediction[3]-updated,he will share them,,"520,345",N,4,0,0,but he will share them,,"person4, Unknown, person5, person7, person6, person2, person1, person3, person8","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
29:48.1,word-prediction[1]-updated,the,,"380,130",,0,0,0,,,,
29:48.1,word-prediction[2]-updated,it,,"650,130",,0,0,0,,,,
29:48.1,word-prediction[3]-updated,not,,"560,623",,0,0,0,,,,
29:48.2,word-prediction[4]-updated,you,,"470,130",,0,0,0,,,,
29:49.6,word-prediction[2]-selected,it,"660.5,170.5","650,130",,0,0,0,,,,
29:49.6,output-updated,but it ,,,,0,0,0,,,,
29:49.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:49.8,sentence-prediction[1]-updated,is very slow compared to speaking rates,,"650,195",N,7,0,0,but it is very slow compared to speaking rates,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:49.8,sentence-prediction[2]-updated,went over people's heads,,"110,195",N,4,0,0,but i think it went over people's heads,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
29:49.8,sentence-prediction[3]-updated,not only predicts both words but also sentences,,"560,623",N,8,0,0,it not only predicts both words but also sentences,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
29:49.8,sentence-prediction[4]-updated,depends on learning how the system works,,"250,410",N,7,0,0,but we think it depends on learning how the system works,,"person1, person6, person5, Unknown, person3, person2, person7, person4, person8","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
29:49.9,word-prediction[1]-updated,was,,"110,130",,0,0,0,,,,
29:49.9,word-prediction[2]-updated,has,,"520,345",,0,0,0,,,,
29:49.9,word-prediction[3]-updated,doesn't,,"250,345",,0,0,0,,,,
29:49.9,word-prediction[4]-updated,also,,"70,410",,0,0,0,,,,
29:52.7,Letter-button-selected,n,"600.5,728","560,688",,0,0,0,,,,
29:52.7,output-updated,but it n,,,,0,0,0,,,,
29:52.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:52.8,sentence-prediction[1]-updated,never look over my shoulder,,"200,195",N,5,0,0,that's why people should never look over my shoulder,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:52.8,sentence-prediction[2]-updated,not only predicts both words but also sentences,,"740,195",N,8,0,0,it not only predicts both words but also sentences,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
29:52.9,sentence-prediction[3]-updated,natural it seems to work,,"70,410",N,5,0,0,it is wierd how natural it seems to work,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
29:52.9,sentence-prediction[4]-updated,natural the way it works.,,"70,345",Y,5,0,0,it is very natural the way it works.,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
29:52.9,word-prediction[1]-updated,needs,,"200,130",,0,0,0,,,,
29:52.9,word-prediction[2]-updated,now,,"740,130",,0,0,0,,,,
29:52.9,word-prediction[3]-updated,n,,"560,623",,0,0,0,,,,
29:52.9,word-prediction[4]-updated,nice,,"650,130",,0,0,0,,,,
29:56.4,word-prediction[1]-selected,needs,"252.5,176","200,130",,0,0,0,,,,
29:56.4,output-updated,but it needs ,,,,0,0,0,,,,
29:56.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:56.5,word-prediction[1]-updated,to,,"380,195",,0,0,0,,,,
29:56.5,word-prediction[2]-updated,a,,"70,410",,0,0,0,,,,
29:56.6,word-prediction[3]-updated,of,,"740,195",,0,0,0,,,,
29:56.6,word-prediction[4]-updated,and,,"70,345",,0,0,0,,,,
29:58.6,word-prediction[2]-selected,a,"89,444.50","70,410",,0,0,0,,,,
29:58.6,output-updated,but it needs a ,,,,0,0,0,,,,
29:58.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:58.8,sentence-prediction[1]-updated,touch screen,,"380,195",N,2,0,0,but it is so difficult to locate literate users who use a touch screen,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
29:58.8,sentence-prediction[2]-updated,new era of app development,,"560,623",N,5,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
29:58.8,sentence-prediction[3]-updated,camera to gives us context tags will improve the predictions,,"290,558",N,10,0,0,but we also use a camera to gives us context tags will improve the predictions,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:58.8,sentence-prediction[4]-updated,scratch and it is the end of the world,,"160,410",N,9,0,0,even a scratch and it is the end of the world,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
29:58.8,sentence-prediction[5]-updated,way to get the funding,,"110,130",N,5,0,0,it was a way to get the funding,,"person3, person6, person4, person2, person7, person1, Unknown, person5, person8","location2, location4, location5, location3, lovation7, location6, location8, lcoation1"
29:58.9,word-prediction[1]-updated,little,,"790,345",,0,0,0,,,,
29:58.9,word-prediction[2]-updated,few,,"340,345",,0,0,0,,,,
29:58.9,word-prediction[3]-updated,great,,"430,345",,0,0,0,,,,
29:58.9,word-prediction[4]-updated,bit,,"470,623",,0,0,0,,,,
30:03.7,Letter-button-selected,l,"851,515.50","790,475",,0,0,0,,,,
30:03.7,output-updated,but it needs a l,,,,0,0,0,,,,
30:03.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:03.9,sentence-prediction[1]-updated,locate literate users who use a touch screen,,"740,195",N,8,0,0,but it is so difficult to locate literate users who use a touch screen,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
30:03.9,sentence-prediction[2]-updated,learning how the system works,,"200,195",N,5,0,0,but we think it depends on learning how the system works,,"person1, person6, person5, Unknown, person3, person2, person7, person4, person8","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
30:03.9,word-prediction[1]-updated,lot,,"740,130",,0,0,0,,,,
30:04.0,word-prediction[2]-updated,large,,"70,410",,0,0,0,,,,
30:04.0,word-prediction[3]-updated,life,,"650,130",,0,0,0,,,,
30:04.0,word-prediction[4]-updated,larger,,"70,345",,0,0,0,,,,
30:05.9,Sentence-prediction[1]-selected,locate,"783.5,213",,N,8,0,1,locate literate users who use a touch screen,,,
30:05.9,output-updated,but it needs a locate ,,,,0,0,0,,,,
30:06.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:06.0,sentence-prediction[1]-updated,literate users who use a touch screen,,"790,410",N,7,0,0,but it is so difficult to locate literate users who use a touch screen,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
30:06.0,word-prediction[1]-updated,the,,"380,195",,0,0,0,,,,
30:06.1,word-prediction[2]-updated,a,,"70,410",,0,0,0,,,,
30:06.1,word-prediction[3]-updated,and,,"70,345",,0,0,0,,,,
30:06.1,word-prediction[4]-updated,to,,"380,130",,0,0,0,,,,
30:08.2,DeleteWord-button-selected,DeleteWord,"1013.5,306.5","960,260",,0,0,0,,,,
30:08.2,output-updated,but it needs a ,,,,0,0,0,,,,
30:08.4,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
